dstport,protocol,tag
1189,udp,dc_t924
41318,tcp,dc_t545
2281,tcp,dc_t640
59704,icmp,dc_t775
55495,udp,dc_t534
1602,udp,dc_t116
45036,udp,dc_t605
52989,icmp,dc_t952
914,udp,dc_t504
52134,udp,dc_t973
14734,udp,dc_t373
349,udp,dc_t620
16562,udp,dc_t885
12088,udp,dc_t581
2442,icmp,dc_t020
34757,tcp,dc_t860
15315,tcp,dc_t542
486,tcp,dc_t922
42551,tcp,dc_t749
64259,udp,dc_t229
10436,icmp,dc_t201
2950,icmp,dc_t025
32111,tcp,dc_t032
63155,udp,dc_t319
13452,udp,dc_t753
63198,icmp,dc_t721
51043,tcp,dc_t602
41735,icmp,dc_t020
1350,udp,dc_t834
56745,tcp,dc_t064
53441,tcp,dc_t927
18682,icmp,dc_t200
22173,udp,dc_t643
20670,udp,dc_t833
30570,tcp,dc_t615
36670,tcp,dc_t522
13492,udp,dc_t293
30805,tcp,dc_t275
12354,udp,dc_t422
47274,icmp,dc_t806
64022,tcp,dc_t426
52521,icmp,dc_t576
29901,icmp,dc_t332
60806,icmp,dc_t883
25704,tcp,dc_t468
60245,icmp,dc_t004
20470,icmp,dc_t852
61630,udp,dc_t560
15404,icmp,dc_t081
48099,icmp,dc_t696
33514,udp,dc_t077
43134,udp,dc_t283
43053,tcp,dc_t376
12463,udp,dc_t956
9907,udp,dc_t934
53676,udp,dc_t948
13188,udp,dc_t455
57842,tcp,dc_t050
22695,icmp,dc_t443
20790,udp,dc_t765
27097,icmp,dc_t753
59705,tcp,dc_t685
28515,udp,dc_t349
8591,icmp,dc_t069
62525,icmp,dc_t297
57286,udp,dc_t701
60084,icmp,dc_t428
46528,icmp,dc_t987
40640,udp,dc_t997
30448,tcp,dc_t868
10613,icmp,dc_t290
39499,tcp,dc_t471
47875,icmp,dc_t526
39985,tcp,dc_t088
7010,udp,dc_t066
62491,icmp,dc_t393
4291,udp,dc_t674
35709,icmp,dc_t086
22957,tcp,dc_t503
4737,udp,dc_t896
59726,icmp,dc_t090
35285,udp,dc_t768
641,udp,dc_t447
3733,tcp,dc_t263
32219,tcp,dc_t634
10879,tcp,dc_t541
51927,icmp,dc_t498
42254,tcp,dc_t151
33329,icmp,dc_t114
64316,udp,dc_t235
64000,tcp,dc_t033
6901,udp,dc_t069
20787,udp,dc_t017
54787,udp,dc_t509
4069,udp,dc_t636
40354,icmp,dc_t673
8449,tcp,dc_t011
49904,icmp,dc_t796
51983,icmp,dc_t460
45151,icmp,dc_t385
31102,tcp,dc_t930
23121,icmp,dc_t870
19528,icmp,dc_t869
17554,tcp,dc_t383
30770,icmp,dc_t628
30357,tcp,dc_t954
35077,tcp,dc_t760
45635,tcp,dc_t070
29389,tcp,dc_t108
27914,tcp,dc_t523
17944,icmp,dc_t299
24704,udp,dc_t546
29971,udp,dc_t527
57775,icmp,dc_t688
53189,udp,dc_t417
18286,tcp,dc_t628
18590,udp,dc_t723
13500,udp,dc_t651
61889,udp,dc_t774
6393,tcp,dc_t473
29670,udp,dc_t613
36822,udp,dc_t792
12094,icmp,dc_t348
25775,tcp,dc_t139
7781,tcp,dc_t726
52076,udp,dc_t778
49178,icmp,dc_t163
43483,udp,dc_t749
58256,udp,dc_t747
19750,udp,dc_t785
40391,udp,dc_t310
26871,icmp,dc_t930
63868,udp,dc_t743
56297,udp,dc_t471
45244,udp,dc_t218
10168,udp,dc_t392
16948,tcp,dc_t116
39497,udp,dc_t782
23428,tcp,dc_t794
32144,tcp,dc_t186
50767,tcp,dc_t690
54657,tcp,dc_t376
31639,tcp,dc_t353
35514,icmp,dc_t192
20420,udp,dc_t076
17531,tcp,dc_t777
31707,udp,dc_t117
38662,icmp,dc_t080
52796,udp,dc_t505
2752,icmp,dc_t591
42219,icmp,dc_t844
39602,udp,dc_t345
50194,icmp,dc_t934
18595,icmp,dc_t929
52153,icmp,dc_t793
20145,tcp,dc_t743
39224,icmp,dc_t130
47625,icmp,dc_t454
54862,tcp,dc_t390
2014,udp,dc_t575
46598,icmp,dc_t810
27114,udp,dc_t230
32071,icmp,dc_t118
35189,icmp,dc_t256
54734,tcp,dc_t703
40933,icmp,dc_t559
39603,icmp,dc_t678
21774,tcp,dc_t835
32534,udp,dc_t138
34227,icmp,dc_t196
46221,tcp,dc_t949
58747,icmp,dc_t639
50998,udp,dc_t752
11121,tcp,dc_t558
29474,icmp,dc_t084
39872,tcp,dc_t772
51029,icmp,dc_t923
5396,udp,dc_t158
62368,udp,dc_t328
40832,udp,dc_t025
34788,tcp,dc_t134
22983,icmp,dc_t275
36129,icmp,dc_t510
13724,tcp,dc_t289
7051,tcp,dc_t733
62803,tcp,dc_t851
2418,tcp,dc_t403
44188,tcp,dc_t052
12593,icmp,dc_t911
2411,icmp,dc_t254
47085,icmp,dc_t957
19576,tcp,dc_t037
11878,udp,dc_t298
35888,tcp,dc_t782
45491,tcp,dc_t371
31043,udp,dc_t426
23686,tcp,dc_t653
34343,icmp,dc_t302
44218,tcp,dc_t593
6778,tcp,dc_t392
28410,udp,dc_t187
33486,tcp,dc_t981
52720,udp,dc_t589
39245,icmp,dc_t279
25390,icmp,dc_t893
1868,icmp,dc_t295
56153,udp,dc_t093
57542,udp,dc_t117
45300,icmp,dc_t826
10464,tcp,dc_t668
51921,tcp,dc_t709
25693,tcp,dc_t899
12366,icmp,dc_t120
31361,udp,dc_t219
13760,icmp,dc_t665
39461,tcp,dc_t706
14105,udp,dc_t733
44326,tcp,dc_t245
55150,udp,dc_t723
6902,udp,dc_t665
13933,tcp,dc_t996
46680,tcp,dc_t976
17209,icmp,dc_t934
23038,udp,dc_t228
53645,tcp,dc_t372
9260,tcp,dc_t974
30676,tcp,dc_t303
29046,udp,dc_t960
33668,tcp,dc_t189
18223,icmp,dc_t433
59250,tcp,dc_t145
39369,tcp,dc_t215
41814,icmp,dc_t207
23952,icmp,dc_t096
59855,udp,dc_t640
7934,tcp,dc_t974
26368,udp,dc_t748
3809,udp,dc_t812
12556,udp,dc_t944
48790,tcp,dc_t889
20608,icmp,dc_t630
58401,udp,dc_t361
24126,tcp,dc_t013
9490,udp,dc_t015
45645,tcp,dc_t381
46574,udp,dc_t931
6115,udp,dc_t652
62118,udp,dc_t187
48243,tcp,dc_t024
28359,tcp,dc_t144
35236,tcp,dc_t682
24171,udp,dc_t046
19560,icmp,dc_t197
64895,udp,dc_t850
46854,udp,dc_t367
8319,tcp,dc_t627
62779,icmp,dc_t355
33212,icmp,dc_t921
26133,icmp,dc_t498
59110,icmp,dc_t709
20410,tcp,dc_t525
39170,tcp,dc_t604
901,icmp,dc_t229
54395,udp,dc_t136
43453,udp,dc_t807
50903,tcp,dc_t142
4902,udp,dc_t851
20747,tcp,dc_t646
1684,icmp,dc_t823
61643,tcp,dc_t664
5725,tcp,dc_t752
45248,udp,dc_t345
51612,icmp,dc_t086
20841,udp,dc_t758
12764,icmp,dc_t863
26196,tcp,dc_t667
22426,udp,dc_t479
4758,tcp,dc_t918
62656,udp,dc_t565
50251,tcp,dc_t260
31372,tcp,dc_t626
26318,icmp,dc_t923
51605,udp,dc_t418
13785,udp,dc_t373
51105,tcp,dc_t668
8952,udp,dc_t811
12055,tcp,dc_t179
38845,udp,dc_t852
6987,tcp,dc_t005
18521,tcp,dc_t694
28337,tcp,dc_t628
33904,icmp,dc_t870
32682,udp,dc_t429
13938,udp,dc_t927
29961,tcp,dc_t388
53485,udp,dc_t913
17502,udp,dc_t503
57274,icmp,dc_t051
26913,icmp,dc_t866
4857,icmp,dc_t705
18417,icmp,dc_t328
6861,udp,dc_t161
50805,tcp,dc_t460
64597,udp,dc_t363
36567,tcp,dc_t498
24001,udp,dc_t004
3371,udp,dc_t969
35997,tcp,dc_t829
27515,udp,dc_t012
44732,tcp,dc_t554
60927,tcp,dc_t924
38743,tcp,dc_t878
4023,udp,dc_t265
6693,tcp,dc_t065
55375,icmp,dc_t121
62009,udp,dc_t010
38442,icmp,dc_t878
40445,tcp,dc_t228
21709,udp,dc_t300
14879,icmp,dc_t818
47729,tcp,dc_t721
1176,udp,dc_t644
37022,udp,dc_t104
36446,tcp,dc_t598
25714,icmp,dc_t939
37116,tcp,dc_t546
16530,udp,dc_t285
65184,udp,dc_t835
33774,icmp,dc_t691
35842,icmp,dc_t510
40274,icmp,dc_t685
15140,icmp,dc_t133
31104,icmp,dc_t932
31452,icmp,dc_t952
27344,udp,dc_t217
16835,udp,dc_t041
7402,icmp,dc_t456
7782,icmp,dc_t012
17956,tcp,dc_t843
38017,icmp,dc_t709
6039,icmp,dc_t975
31084,icmp,dc_t770
15348,udp,dc_t519
30500,udp,dc_t930
53992,udp,dc_t925
40448,icmp,dc_t937
46542,tcp,dc_t324
1632,udp,dc_t053
10567,tcp,dc_t933
10339,udp,dc_t081
46994,tcp,dc_t472
58494,icmp,dc_t395
24809,icmp,dc_t889
39391,icmp,dc_t363
52749,tcp,dc_t793
950,tcp,dc_t208
22879,icmp,dc_t349
20485,icmp,dc_t353
30859,icmp,dc_t156
57886,udp,dc_t539
20367,udp,dc_t386
58036,icmp,dc_t185
40853,tcp,dc_t986
32077,icmp,dc_t728
60218,tcp,dc_t167
5661,tcp,dc_t151
27270,tcp,dc_t420
25990,tcp,dc_t945
20765,tcp,dc_t121
40757,icmp,dc_t538
39908,tcp,dc_t704
54377,udp,dc_t945
39929,tcp,dc_t893
35501,icmp,dc_t204
15568,udp,dc_t990
23440,tcp,dc_t666
19722,tcp,dc_t121
63817,icmp,dc_t976
94,icmp,dc_t743
46389,icmp,dc_t626
13510,icmp,dc_t398
23805,udp,dc_t108
55413,udp,dc_t462
13578,tcp,dc_t360
13467,tcp,dc_t314
2763,tcp,dc_t587
46787,udp,dc_t051
33233,udp,dc_t883
24284,udp,dc_t465
64216,tcp,dc_t822
48643,tcp,dc_t897
16079,udp,dc_t897
41872,udp,dc_t510
18779,tcp,dc_t922
12325,udp,dc_t912
43032,icmp,dc_t818
19290,tcp,dc_t397
59628,tcp,dc_t496
36713,icmp,dc_t131
52171,tcp,dc_t885
62259,tcp,dc_t350
29113,udp,dc_t921
4690,icmp,dc_t217
39531,icmp,dc_t618
60469,udp,dc_t533
21119,tcp,dc_t963
32716,tcp,dc_t097
60698,tcp,dc_t126
19637,udp,dc_t492
51705,tcp,dc_t106
55279,udp,dc_t918
23858,udp,dc_t181
27723,udp,dc_t917
28867,udp,dc_t932
42091,tcp,dc_t033
30568,tcp,dc_t652
20399,udp,dc_t842
2929,icmp,dc_t580
44891,icmp,dc_t025
2376,icmp,dc_t528
41126,tcp,dc_t664
461,tcp,dc_t687
6767,icmp,dc_t467
63059,tcp,dc_t744
39604,udp,dc_t469
1899,udp,dc_t560
45131,udp,dc_t760
20774,udp,dc_t672
63711,udp,dc_t598
51182,udp,dc_t516
7455,tcp,dc_t390
470,udp,dc_t120
40985,tcp,dc_t857
10469,tcp,dc_t512
47201,tcp,dc_t361
1734,tcp,dc_t660
22130,udp,dc_t802
40203,udp,dc_t078
27964,icmp,dc_t275
59968,icmp,dc_t021
49064,tcp,dc_t444
20885,icmp,dc_t368
37827,icmp,dc_t581
63379,udp,dc_t994
37698,tcp,dc_t039
20926,udp,dc_t529
57261,icmp,dc_t844
15702,tcp,dc_t623
57580,udp,dc_t976
43069,icmp,dc_t619
28840,udp,dc_t076
40459,udp,dc_t731
28569,tcp,dc_t525
10603,udp,dc_t798
42648,tcp,dc_t392
38825,icmp,dc_t930
10173,icmp,dc_t327
11769,udp,dc_t645
24175,tcp,dc_t758
14179,icmp,dc_t208
48157,icmp,dc_t826
27587,udp,dc_t679
62016,udp,dc_t337
43009,udp,dc_t501
47514,tcp,dc_t969
63238,tcp,dc_t474
54882,icmp,dc_t122
26572,icmp,dc_t738
16968,icmp,dc_t673
29301,udp,dc_t459
17379,tcp,dc_t852
38216,tcp,dc_t332
42145,udp,dc_t506
14171,udp,dc_t920
39325,tcp,dc_t344
60642,tcp,dc_t835
15085,icmp,dc_t044
22358,icmp,dc_t998
20063,icmp,dc_t675
31583,icmp,dc_t869
43699,tcp,dc_t018
22603,icmp,dc_t203
8656,icmp,dc_t646
59094,udp,dc_t866
62837,udp,dc_t251
21619,icmp,dc_t012
42366,tcp,dc_t298
46838,udp,dc_t067
48873,icmp,dc_t612
20272,udp,dc_t574
588,tcp,dc_t213
36986,udp,dc_t330
23027,icmp,dc_t829
36134,icmp,dc_t723
48714,tcp,dc_t771
41841,icmp,dc_t931
60530,icmp,dc_t164
9978,udp,dc_t351
3654,udp,dc_t802
20511,tcp,dc_t254
8569,udp,dc_t176
56905,udp,dc_t461
10145,icmp,dc_t183
25321,icmp,dc_t558
65298,icmp,dc_t940
24383,icmp,dc_t825
58163,icmp,dc_t461
44389,udp,dc_t059
53304,tcp,dc_t397
4903,udp,dc_t258
32302,icmp,dc_t402
6471,icmp,dc_t462
19216,tcp,dc_t640
5505,udp,dc_t820
54207,udp,dc_t266
57649,tcp,dc_t610
54517,icmp,dc_t375
26791,tcp,dc_t133
58840,tcp,dc_t288
58820,icmp,dc_t499
43026,icmp,dc_t463
58523,icmp,dc_t720
46163,udp,dc_t039
28844,tcp,dc_t252
21402,tcp,dc_t580
47428,udp,dc_t419
6624,udp,dc_t197
1291,tcp,dc_t505
49729,icmp,dc_t069
24960,udp,dc_t243
59079,tcp,dc_t894
44312,icmp,dc_t696
52566,icmp,dc_t225
4813,icmp,dc_t126
959,icmp,dc_t746
19728,tcp,dc_t759
3088,tcp,dc_t654
38444,udp,dc_t852
45129,udp,dc_t803
47881,udp,dc_t272
16005,icmp,dc_t127
17392,udp,dc_t186
43439,tcp,dc_t754
60905,icmp,dc_t645
48863,tcp,dc_t778
52110,udp,dc_t370
4632,icmp,dc_t295
53663,udp,dc_t204
59707,tcp,dc_t025
65233,tcp,dc_t981
6625,tcp,dc_t834
18261,tcp,dc_t953
43572,udp,dc_t681
44827,tcp,dc_t240
13164,tcp,dc_t022
43313,tcp,dc_t477
61503,icmp,dc_t534
46145,tcp,dc_t362
11093,udp,dc_t615
39622,udp,dc_t775
2394,icmp,dc_t222
51914,udp,dc_t441
48943,tcp,dc_t058
5131,tcp,dc_t609
19514,tcp,dc_t068
3117,udp,dc_t408
38430,udp,dc_t392
42042,tcp,dc_t282
52611,udp,dc_t903
63809,icmp,dc_t164
60524,udp,dc_t752
1645,udp,dc_t432
39001,icmp,dc_t484
276,tcp,dc_t708
25918,udp,dc_t750
32519,udp,dc_t319
21947,icmp,dc_t735
49469,udp,dc_t120
54203,udp,dc_t344
56798,udp,dc_t638
54063,tcp,dc_t863
46625,icmp,dc_t447
3080,udp,dc_t559
7749,tcp,dc_t969
5163,tcp,dc_t641
44751,udp,dc_t956
55068,udp,dc_t669
24606,tcp,dc_t560
16853,tcp,dc_t547
32098,udp,dc_t495
43068,udp,dc_t188
63590,udp,dc_t231
56757,tcp,dc_t682
45089,udp,dc_t809
51433,icmp,dc_t869
58658,tcp,dc_t378
2625,tcp,dc_t447
31721,udp,dc_t963
65496,icmp,dc_t672
11640,icmp,dc_t492
64578,icmp,dc_t037
34185,udp,dc_t246
42656,udp,dc_t187
24104,tcp,dc_t038
39534,icmp,dc_t619
35829,tcp,dc_t585
61231,udp,dc_t649
63245,tcp,dc_t779
14406,icmp,dc_t404
46773,udp,dc_t206
37099,tcp,dc_t001
7384,udp,dc_t418
36603,udp,dc_t531
42523,udp,dc_t524
56658,udp,dc_t521
44606,icmp,dc_t894
46115,icmp,dc_t981
35259,tcp,dc_t601
31708,udp,dc_t678
36772,udp,dc_t312
12696,tcp,dc_t808
803,tcp,dc_t359
64604,icmp,dc_t596
10150,udp,dc_t150
56026,tcp,dc_t825
13940,icmp,dc_t186
40606,udp,dc_t703
31935,icmp,dc_t343
30034,tcp,dc_t875
16242,udp,dc_t678
8843,icmp,dc_t604
6232,icmp,dc_t538
13010,tcp,dc_t856
57372,icmp,dc_t100
64060,udp,dc_t057
39489,udp,dc_t351
54114,udp,dc_t750
17720,icmp,dc_t246
59026,icmp,dc_t888
15055,icmp,dc_t260
8575,udp,dc_t263
13962,udp,dc_t434
50062,tcp,dc_t671
62294,tcp,dc_t831
64012,udp,dc_t624
51655,udp,dc_t847
42309,tcp,dc_t578
42370,icmp,dc_t179
466,tcp,dc_t663
5374,udp,dc_t432
22658,udp,dc_t077
39614,icmp,dc_t932
14845,icmp,dc_t185
6868,tcp,dc_t532
63918,udp,dc_t670
15447,udp,dc_t634
41710,tcp,dc_t819
34375,udp,dc_t677
37895,tcp,dc_t324
44573,udp,dc_t181
5472,udp,dc_t131
12462,tcp,dc_t263
15248,tcp,dc_t659
21727,tcp,dc_t153
20479,icmp,dc_t857
47402,icmp,dc_t144
31975,icmp,dc_t112
9075,icmp,dc_t396
6146,udp,dc_t935
13810,udp,dc_t593
1058,icmp,dc_t048
56760,icmp,dc_t189
55599,udp,dc_t850
9431,tcp,dc_t421
45628,udp,dc_t032
40058,tcp,dc_t564
52465,tcp,dc_t381
59951,icmp,dc_t027
10614,icmp,dc_t054
9968,udp,dc_t471
61113,icmp,dc_t663
18504,tcp,dc_t968
8548,tcp,dc_t799
9349,icmp,dc_t148
42501,udp,dc_t663
56146,tcp,dc_t401
21361,udp,dc_t347
18252,tcp,dc_t737
53709,udp,dc_t227
14585,icmp,dc_t154
34586,tcp,dc_t745
24020,icmp,dc_t239
8163,udp,dc_t024
3216,tcp,dc_t651
17965,tcp,dc_t889
53100,udp,dc_t228
15820,icmp,dc_t520
62160,icmp,dc_t680
43391,icmp,dc_t477
42276,udp,dc_t835
30058,udp,dc_t119
60185,tcp,dc_t575
35437,udp,dc_t329
290,icmp,dc_t726
28534,icmp,dc_t074
29024,icmp,dc_t834
32759,icmp,dc_t087
37786,tcp,dc_t114
6918,udp,dc_t439
19858,udp,dc_t493
34034,tcp,dc_t886
43037,icmp,dc_t692
13293,tcp,dc_t570
36628,tcp,dc_t460
128,tcp,dc_t936
37801,tcp,dc_t798
61345,tcp,dc_t399
24753,udp,dc_t825
19703,icmp,dc_t101
5357,icmp,dc_t915
40034,udp,dc_t889
5824,tcp,dc_t001
33903,icmp,dc_t264
41726,icmp,dc_t791
53876,udp,dc_t757
26944,udp,dc_t634
56590,icmp,dc_t296
9185,tcp,dc_t884
49676,icmp,dc_t051
32042,udp,dc_t546
39449,tcp,dc_t953
46009,tcp,dc_t566
11509,tcp,dc_t678
1228,udp,dc_t526
59424,udp,dc_t115
37325,tcp,dc_t914
6699,udp,dc_t066
49938,icmp,dc_t142
60517,icmp,dc_t445
46280,udp,dc_t827
29238,icmp,dc_t671
17699,tcp,dc_t425
35047,icmp,dc_t064
56208,icmp,dc_t558
3523,udp,dc_t356
24064,icmp,dc_t336
7886,tcp,dc_t128
5349,icmp,dc_t620
7095,icmp,dc_t780
25888,udp,dc_t237
20547,icmp,dc_t736
15834,tcp,dc_t020
47791,icmp,dc_t760
52274,tcp,dc_t364
28058,udp,dc_t818
42773,tcp,dc_t346
52962,udp,dc_t280
32282,icmp,dc_t741
4791,udp,dc_t390
10813,udp,dc_t361
45398,tcp,dc_t567
63880,tcp,dc_t110
60452,udp,dc_t830
20262,tcp,dc_t640
56640,tcp,dc_t263
42032,udp,dc_t585
34871,tcp,dc_t926
54614,udp,dc_t130
15298,udp,dc_t748
51739,icmp,dc_t036
38718,icmp,dc_t293
64192,udp,dc_t044
39005,tcp,dc_t064
24568,udp,dc_t651
39473,udp,dc_t821
39283,tcp,dc_t522
16554,tcp,dc_t866
48088,udp,dc_t719
54615,tcp,dc_t727
53245,udp,dc_t329
12904,tcp,dc_t194
22177,icmp,dc_t106
23504,tcp,dc_t872
62441,tcp,dc_t287
56468,icmp,dc_t419
29501,udp,dc_t138
54529,tcp,dc_t335
47685,tcp,dc_t378
7585,udp,dc_t341
57221,udp,dc_t840
55840,udp,dc_t416
17957,udp,dc_t929
24582,tcp,dc_t139
52302,udp,dc_t691
44581,tcp,dc_t200
1759,tcp,dc_t465
20366,udp,dc_t517
57648,udp,dc_t084
44168,udp,dc_t671
59127,icmp,dc_t608
36037,tcp,dc_t645
29326,tcp,dc_t290
64767,icmp,dc_t830
28050,tcp,dc_t947
13543,icmp,dc_t417
64677,icmp,dc_t539
19313,udp,dc_t880
2502,udp,dc_t341
14357,tcp,dc_t453
269,udp,dc_t843
18724,tcp,dc_t108
16087,icmp,dc_t140
29725,icmp,dc_t429
39572,udp,dc_t167
40276,udp,dc_t985
53812,icmp,dc_t801
48853,icmp,dc_t175
32075,tcp,dc_t329
51396,udp,dc_t979
37939,icmp,dc_t388
17952,tcp,dc_t106
1520,udp,dc_t050
61953,tcp,dc_t216
42864,icmp,dc_t644
47262,tcp,dc_t252
24882,icmp,dc_t896
48724,tcp,dc_t035
51453,tcp,dc_t428
420,icmp,dc_t812
4113,icmp,dc_t095
16251,tcp,dc_t996
6110,icmp,dc_t129
7113,icmp,dc_t949
4852,udp,dc_t755
64826,tcp,dc_t686
39064,udp,dc_t684
63860,tcp,dc_t616
16857,icmp,dc_t203
14570,tcp,dc_t315
45530,icmp,dc_t888
5456,icmp,dc_t307
21777,tcp,dc_t686
59826,udp,dc_t892
25539,udp,dc_t856
11366,icmp,dc_t060
4474,udp,dc_t739
59552,udp,dc_t388
26968,icmp,dc_t934
62516,icmp,dc_t108
43156,udp,dc_t004
53211,udp,dc_t673
20708,udp,dc_t136
23636,tcp,dc_t226
1148,icmp,dc_t363
53085,udp,dc_t628
26195,icmp,dc_t698
38486,icmp,dc_t091
30554,tcp,dc_t923
47043,tcp,dc_t590
57321,icmp,dc_t497
55693,icmp,dc_t365
9541,icmp,dc_t326
52213,icmp,dc_t863
17053,icmp,dc_t564
39611,icmp,dc_t339
62989,tcp,dc_t480
4537,tcp,dc_t593
58374,udp,dc_t659
4684,icmp,dc_t493
2595,icmp,dc_t835
33335,icmp,dc_t211
23513,udp,dc_t004
4621,tcp,dc_t994
44583,udp,dc_t707
29768,udp,dc_t179
8921,icmp,dc_t801
64954,icmp,dc_t989
29067,udp,dc_t979
14948,tcp,dc_t972
48663,udp,dc_t465
61052,icmp,dc_t069
19486,udp,dc_t301
51305,udp,dc_t765
3461,udp,dc_t447
37619,tcp,dc_t006
39751,tcp,dc_t529
16959,tcp,dc_t357
1929,icmp,dc_t098
19602,icmp,dc_t074
45065,icmp,dc_t374
52279,icmp,dc_t364
21847,udp,dc_t628
26464,tcp,dc_t676
13713,tcp,dc_t382
917,tcp,dc_t421
53022,tcp,dc_t348
45175,udp,dc_t059
28401,udp,dc_t110
13589,udp,dc_t220
46208,udp,dc_t583
48014,icmp,dc_t705
22649,tcp,dc_t353
53612,icmp,dc_t987
24140,udp,dc_t647
47216,udp,dc_t340
39481,tcp,dc_t478
56792,tcp,dc_t680
31617,icmp,dc_t281
17611,udp,dc_t250
17590,tcp,dc_t375
1353,tcp,dc_t985
52803,udp,dc_t701
22469,icmp,dc_t682
54412,udp,dc_t410
41144,icmp,dc_t954
48617,tcp,dc_t132
12357,icmp,dc_t623
7833,tcp,dc_t841
44608,tcp,dc_t353
55839,udp,dc_t444
17762,udp,dc_t818
61577,tcp,dc_t311
25213,tcp,dc_t092
34017,tcp,dc_t142
21863,tcp,dc_t965
55104,udp,dc_t400
26472,icmp,dc_t898
18929,icmp,dc_t938
44679,icmp,dc_t155
12190,icmp,dc_t042
37100,udp,dc_t477
28729,tcp,dc_t156
65373,tcp,dc_t140
42636,icmp,dc_t284
64931,icmp,dc_t213
18899,icmp,dc_t688
13890,udp,dc_t927
22592,tcp,dc_t406
3255,tcp,dc_t410
59376,udp,dc_t309
12987,icmp,dc_t081
59743,udp,dc_t398
19816,icmp,dc_t788
25351,tcp,dc_t423
25125,icmp,dc_t420
1098,tcp,dc_t609
40154,tcp,dc_t551
51350,icmp,dc_t301
59570,udp,dc_t064
36923,icmp,dc_t304
11463,udp,dc_t513
36000,udp,dc_t302
44094,icmp,dc_t181
39692,tcp,dc_t868
14368,udp,dc_t657
28285,tcp,dc_t353
57235,udp,dc_t124
46839,udp,dc_t286
25367,udp,dc_t924
52412,icmp,dc_t845
31164,icmp,dc_t743
54120,tcp,dc_t329
9042,tcp,dc_t383
627,icmp,dc_t808
14913,icmp,dc_t960
8307,udp,dc_t711
14265,tcp,dc_t868
36034,icmp,dc_t594
14445,udp,dc_t155
40434,udp,dc_t114
57594,tcp,dc_t724
56239,udp,dc_t485
21873,udp,dc_t532
29650,tcp,dc_t710
14995,icmp,dc_t124
33409,tcp,dc_t218
32802,tcp,dc_t485
40966,tcp,dc_t932
25058,udp,dc_t729
9069,tcp,dc_t075
29831,udp,dc_t959
8160,udp,dc_t483
43906,tcp,dc_t668
13455,tcp,dc_t874
36372,udp,dc_t722
35922,udp,dc_t943
63967,icmp,dc_t403
52364,icmp,dc_t843
52471,icmp,dc_t323
57110,tcp,dc_t879
62385,tcp,dc_t238
43433,tcp,dc_t692
49783,udp,dc_t269
2414,icmp,dc_t457
8759,udp,dc_t312
15102,icmp,dc_t628
41161,tcp,dc_t245
450,udp,dc_t025
59255,tcp,dc_t740
13001,tcp,dc_t508
63507,icmp,dc_t212
9830,tcp,dc_t907
54891,udp,dc_t009
56034,icmp,dc_t911
11412,udp,dc_t374
32421,tcp,dc_t321
1183,icmp,dc_t521
31362,icmp,dc_t361
3957,icmp,dc_t462
1556,icmp,dc_t206
27508,udp,dc_t385
59946,udp,dc_t943
14827,udp,dc_t899
56404,icmp,dc_t476
58502,udp,dc_t796
56081,icmp,dc_t857
17310,icmp,dc_t218
1439,tcp,dc_t495
52804,udp,dc_t372
3452,icmp,dc_t167
42749,udp,dc_t104
61681,udp,dc_t903
50116,icmp,dc_t844
27895,icmp,dc_t300
346,tcp,dc_t143
42584,udp,dc_t582
52273,icmp,dc_t273
60178,icmp,dc_t804
38281,tcp,dc_t728
11714,udp,dc_t553
13414,tcp,dc_t147
10268,udp,dc_t879
41816,udp,dc_t619
61879,udp,dc_t154
37034,udp,dc_t655
38988,tcp,dc_t347
62540,icmp,dc_t453
64838,icmp,dc_t577
3872,icmp,dc_t816
37957,icmp,dc_t086
46593,tcp,dc_t125
57458,udp,dc_t295
60737,udp,dc_t423
4305,udp,dc_t253
19279,tcp,dc_t229
51586,icmp,dc_t487
9886,icmp,dc_t118
31939,udp,dc_t974
45878,udp,dc_t803
61502,icmp,dc_t156
24604,icmp,dc_t216
32324,icmp,dc_t790
18914,icmp,dc_t629
17098,udp,dc_t889
36804,tcp,dc_t835
26627,tcp,dc_t194
57726,udp,dc_t817
49913,udp,dc_t212
42940,tcp,dc_t462
9825,udp,dc_t106
44401,tcp,dc_t553
5638,icmp,dc_t091
60924,udp,dc_t708
54159,tcp,dc_t476
19876,icmp,dc_t043
23167,udp,dc_t692
40961,tcp,dc_t605
10705,udp,dc_t338
13460,udp,dc_t849
17344,tcp,dc_t126
38035,tcp,dc_t798
23831,tcp,dc_t883
49321,tcp,dc_t036
56400,tcp,dc_t224
58307,udp,dc_t966
4375,tcp,dc_t272
21901,tcp,dc_t301
33051,icmp,dc_t029
32358,udp,dc_t298
13013,tcp,dc_t658
9660,udp,dc_t658
11525,udp,dc_t151
6505,icmp,dc_t528
17550,udp,dc_t902
55932,tcp,dc_t779
32960,icmp,dc_t885
11637,tcp,dc_t841
55307,icmp,dc_t527
31698,udp,dc_t735
39248,tcp,dc_t460
827,tcp,dc_t028
58531,udp,dc_t291
48144,tcp,dc_t895
45405,udp,dc_t888
14421,tcp,dc_t017
33435,tcp,dc_t198
28809,icmp,dc_t051
32270,udp,dc_t326
43686,tcp,dc_t846
30971,tcp,dc_t317
64540,tcp,dc_t674
38479,tcp,dc_t085
49320,tcp,dc_t993
33818,tcp,dc_t420
52101,tcp,dc_t974
4114,icmp,dc_t663
31922,udp,dc_t558
