Tag,Count
42322,udp,1
23656,icmp,1
28577,udp,1
62583,tcp,1
8018,udp,1
46866,udp,1
58568,icmp,1
9115,tcp,1
36087,icmp,1
35205,udp,1
13336,udp,1
58305,tcp,1
41206,udp,1
56373,udp,1
3165,udp,1
62886,tcp,1
28845,tcp,1
55122,udp,1
52861,icmp,1
52108,tcp,1
26642,udp,1
32936,udp,1
18254,udp,1
28273,icmp,1
7107,tcp,1
2680,tcp,1
63280,icmp,1
62242,tcp,1
13137,tcp,1
48288,tcp,1
54225,tcp,1
39868,icmp,1
11696,icmp,1
56849,udp,1
62879,tcp,1
32536,udp,1
48142,tcp,1
8389,tcp,1
35908,udp,1
28442,icmp,1
56634,tcp,1
62505,icmp,1
63829,tcp,1
11025,icmp,1
21145,udp,1
14037,udp,1
1993,tcp,1
20836,udp,1
29482,udp,1
8763,udp,1
10929,icmp,1
33315,tcp,1
52632,tcp,1
20707,icmp,1
2896,udp,1
24223,icmp,1
5686,tcp,1
36679,tcp,1
14530,tcp,1
57772,tcp,1
8009,tcp,1
60305,icmp,1
50876,tcp,1
32102,tcp,1
34389,icmp,1
55603,icmp,1
49296,tcp,1
52277,tcp,1
46084,tcp,1
57154,tcp,1
60635,udp,1
13340,udp,1
28069,udp,1
589,icmp,1
23238,icmp,1
23129,udp,1
21433,tcp,1
28530,tcp,1
8602,icmp,1
13296,tcp,1
77,icmp,1
45741,icmp,1
48957,udp,1
21681,udp,1
48636,udp,1
49814,udp,1
47965,udp,1
38768,tcp,1
28765,udp,1
36211,tcp,1
31694,udp,1
147,udp,1
57383,udp,1
28224,tcp,1
61491,icmp,1
41213,icmp,1
20401,icmp,1
59576,udp,1
28095,udp,1
26481,tcp,1
2013,tcp,1
25209,udp,1
11845,icmp,1
18879,icmp,1
22118,udp,1
61678,tcp,1
45017,icmp,1
44231,udp,1
2423,tcp,1
49273,udp,1
45621,tcp,1
13826,tcp,1
62472,icmp,1
61174,udp,1
11438,tcp,1
46352,udp,1
31774,udp,1
41529,icmp,1
9593,udp,1
36644,tcp,1
31413,udp,1
61529,icmp,1
47066,icmp,1
35626,udp,1
60504,icmp,1
5662,udp,1
49659,udp,1
40451,tcp,1
64136,icmp,1
53406,tcp,1
49596,tcp,1
47531,tcp,1
49749,tcp,1
18142,icmp,1
24518,udp,1
51209,udp,1
17037,icmp,1
16169,icmp,1
60360,udp,1
58104,udp,1
41110,icmp,1
28226,tcp,1
43969,udp,1
24118,udp,1
62055,tcp,1
29150,tcp,1
10381,udp,1
19149,icmp,1
44957,tcp,1
59627,udp,1
20912,icmp,1
24791,icmp,1
24059,udp,1
47296,udp,1
38231,udp,1
43845,icmp,1
36227,tcp,1
35403,tcp,1
27579,udp,1
5847,icmp,1
55221,tcp,1
13791,tcp,1
336,tcp,1
2810,icmp,1
60541,udp,1
18129,icmp,1
12030,udp,1
37605,udp,1
29256,udp,1
24297,tcp,1
27859,icmp,1
35600,icmp,1
62535,icmp,1
64244,tcp,1
43628,icmp,1
18703,icmp,1
3699,udp,1
32562,tcp,1
33557,icmp,1
57687,icmp,1
45613,tcp,1
45507,udp,1
28683,icmp,1
44382,icmp,1
10401,udp,1
6027,udp,1
54051,udp,1
64092,icmp,1
30477,icmp,1
46975,icmp,1
57899,tcp,1
53401,tcp,1
5328,udp,1
64340,udp,1
16964,tcp,1
50852,icmp,1
14880,tcp,1
33494,tcp,1
25071,icmp,1
55341,icmp,1
9162,tcp,1
14341,udp,1
41993,tcp,1
345,icmp,1
60211,icmp,1
31016,icmp,1
46136,icmp,1
2031,udp,1
50196,tcp,1
29053,tcp,1
40922,udp,1
43789,icmp,1
56444,udp,1
31932,tcp,1
12649,icmp,1
49667,tcp,1
55242,udp,1
12741,tcp,1
45963,udp,1
39040,tcp,1
16685,icmp,1
3996,icmp,1
64720,udp,1
28739,tcp,1
21762,udp,1
56133,udp,1
36911,icmp,1
23747,icmp,1
36303,icmp,1
64088,udp,1
55234,udp,1
60726,udp,1
16890,tcp,1
31776,udp,1
20064,udp,1
22945,tcp,1
48671,udp,1
44519,udp,1
46211,icmp,1
32501,tcp,1
54396,udp,1
36362,tcp,1
38315,udp,1
45394,tcp,1
25673,icmp,1
5377,tcp,1
908,icmp,1
17609,udp,1
28441,udp,1
12243,icmp,1
22357,tcp,1
41355,udp,1
16151,udp,1
3557,icmp,1
13702,udp,1
26701,tcp,1
61895,udp,1
20658,icmp,1
42375,udp,1
22431,tcp,1
51514,icmp,1
1540,icmp,1
39305,icmp,1
29352,udp,1
6949,icmp,1
7104,icmp,1
34400,tcp,1
8794,udp,1
60761,tcp,1
64633,icmp,1
48310,icmp,1
4095,icmp,1
16877,icmp,1
8821,icmp,1
25453,tcp,1
41240,tcp,1
954,icmp,1
17213,tcp,1
6223,tcp,1
24269,icmp,1
26531,icmp,1
41106,tcp,1
8802,udp,1
10770,tcp,1
30633,icmp,1
61079,icmp,1
817,tcp,1
22174,udp,1
27676,tcp,1
28700,icmp,1
34620,icmp,1
45929,udp,1
21833,icmp,1
2927,udp,1
2402,udp,1
28048,udp,1
55156,tcp,1
13994,tcp,1
29424,icmp,1
31892,tcp,1
8000,icmp,1
60233,icmp,1
18666,udp,1
17269,icmp,1
5735,udp,1
2182,icmp,1
55434,tcp,1
11691,tcp,1
11344,udp,1
5650,udp,1
29259,tcp,1
56447,icmp,1
54062,icmp,1
63808,udp,1
63922,icmp,1
48452,udp,1
58472,tcp,1
62382,icmp,1
48069,udp,1
56639,icmp,1
8767,tcp,1
18830,udp,1
54144,tcp,1
1388,tcp,1
35419,icmp,1
15018,udp,1
46575,udp,1
36399,tcp,1
48387,udp,1
59918,tcp,1
13675,udp,1
15745,tcp,1
52946,tcp,1
9072,udp,1
34129,icmp,1
41309,icmp,1
18999,tcp,1
46772,icmp,1
62557,icmp,1
60518,tcp,1
13541,udp,1
4003,icmp,1
11994,tcp,1
24185,udp,1
59822,icmp,1
4551,tcp,1
3514,udp,1
22267,udp,1
63162,icmp,1
48577,tcp,1
32607,tcp,1
5376,tcp,1
5739,tcp,1
18919,icmp,1
878,icmp,1
46239,icmp,1
43133,udp,1
39630,udp,1
17921,udp,1
6857,tcp,1
29950,udp,1
39414,icmp,1
59120,udp,1
55112,icmp,1
55467,icmp,1
48164,icmp,1
44334,udp,1
21011,icmp,1
49281,icmp,1
12707,tcp,1
37789,icmp,1
34982,icmp,1
41440,tcp,1
54916,icmp,1
29783,udp,1
26882,tcp,1
31758,icmp,1
30073,tcp,1
17288,icmp,1
62922,icmp,1
44493,udp,1
29072,udp,1
21240,udp,1
36383,icmp,1
28749,tcp,1
37959,udp,1
18300,tcp,1
39110,icmp,1
362,icmp,1
39242,icmp,1
39905,tcp,1
30818,udp,1
56758,icmp,1
61453,icmp,1
28484,udp,1
41060,udp,1
35026,udp,1
53187,udp,1
58852,tcp,1
64381,tcp,1
57765,icmp,1
54854,udp,1
32512,icmp,1
4765,tcp,1
30356,udp,1
7531,udp,1
7661,udp,1
23659,icmp,1
43855,icmp,1
45006,udp,1
38963,udp,1
52924,tcp,1
5373,udp,1
35407,tcp,1
56371,icmp,1
10945,icmp,1
26827,tcp,1
30434,icmp,1
62998,icmp,1
31303,udp,1
53080,udp,1
21611,udp,1
43762,icmp,1
24198,tcp,1
6330,tcp,1
57581,udp,1
5648,udp,1
46334,udp,1
55515,udp,1
30838,udp,1
20059,tcp,1
49727,udp,1
22020,icmp,1
35045,tcp,1
49562,tcp,1
3958,udp,1
43386,tcp,1
22253,udp,1
4171,udp,1
17535,tcp,1
10808,icmp,1
61413,udp,1
25686,tcp,1
6535,udp,1
23012,tcp,1
45209,udp,1
63338,udp,1
64003,icmp,1
28448,icmp,1
37706,udp,1
35273,tcp,1
55593,udp,1
61182,icmp,1
10968,icmp,1
38535,tcp,1
15061,icmp,1
34204,udp,1
3995,icmp,1
7288,udp,1
4352,tcp,1
20115,icmp,1
19055,udp,1
44894,udp,1
46194,udp,1
27652,udp,1
29727,tcp,1
39231,icmp,1
34877,tcp,1
1262,tcp,1
42898,icmp,1
9549,tcp,1
12411,udp,1
35641,tcp,1
51398,tcp,1
32141,icmp,1
49841,tcp,1
28719,icmp,1
63527,udp,1
37394,udp,1
5427,icmp,1
56087,icmp,1
44771,tcp,1
62123,icmp,1
6073,udp,1
26308,icmp,1
49139,icmp,1
16962,tcp,1
21171,udp,1
34258,icmp,1
24951,tcp,1
55815,udp,1
62269,udp,1
41739,tcp,1
12302,tcp,1
64262,icmp,1
15670,tcp,1
30186,tcp,1
40143,icmp,1
2933,tcp,1
64679,udp,1
58233,tcp,1
58193,udp,1
38939,udp,1
38284,icmp,1
10130,tcp,1
33796,icmp,1
1550,icmp,1
60409,icmp,1
60491,icmp,1
26463,tcp,1
9894,icmp,1
43797,udp,1
36864,tcp,1
50791,udp,1
3212,udp,1
6023,icmp,1
25144,tcp,1
17341,icmp,1
44509,udp,1
29832,icmp,1
35779,tcp,1
36660,icmp,1
31322,udp,1
5628,icmp,1
15340,tcp,1
64078,udp,1
1466,tcp,1
6190,udp,1
63424,udp,1
29601,tcp,1
25478,udp,1
52094,icmp,1
5500,tcp,1
25999,udp,1
13031,icmp,1
23274,tcp,1
48470,icmp,1
38531,icmp,1
25725,tcp,1
47802,icmp,1
15952,icmp,1
23853,icmp,1
5111,udp,1
44208,tcp,1
8273,udp,1
28430,icmp,1
9606,udp,1
36393,icmp,1
30046,udp,1
768,udp,1
37045,tcp,1
42829,icmp,1
65446,udp,1
54341,tcp,1
48627,icmp,1
55456,tcp,1
36162,udp,1
38221,tcp,1
30994,udp,1
2500,tcp,1
56818,icmp,1
46805,icmp,1
41660,icmp,1
19012,icmp,1
7134,udp,1
3479,tcp,1
40046,tcp,1
35964,udp,1
3936,tcp,1
29008,udp,1
62780,icmp,1
10430,icmp,1
3333,udp,1
9946,tcp,1
38247,udp,1
41564,tcp,1
52267,tcp,1
40629,tcp,1
56989,icmp,1
14982,udp,1
53210,icmp,1
57003,udp,1
6642,udp,1
42973,icmp,1
20275,udp,1
24150,icmp,1
27184,tcp,1
60424,icmp,1
55427,tcp,1
45383,icmp,1
46576,tcp,1
43195,tcp,1
32950,udp,1
31094,icmp,1
18873,tcp,1
29169,udp,1
33958,icmp,1
26502,tcp,1
48356,udp,1
36795,tcp,1
53970,icmp,1
737,tcp,1
20285,icmp,1
17504,icmp,1
42799,icmp,1
45107,tcp,1
59973,tcp,1
56715,udp,1
9301,udp,1
31305,udp,1
2570,icmp,1
59614,udp,1
51349,tcp,1
40559,tcp,1
19207,icmp,1
27497,tcp,1
61114,udp,1
14651,tcp,1
1928,tcp,1
105,tcp,1
6846,udp,1
45336,icmp,1
50416,udp,1
50883,icmp,1
5298,tcp,1
15998,udp,1
65474,tcp,1
35033,icmp,1
25237,icmp,1
49360,icmp,1
22134,icmp,1
32891,tcp,1
31515,icmp,1
58125,icmp,1
5175,icmp,1
47960,tcp,1
38783,tcp,1
55722,icmp,1
38548,udp,1
12864,udp,1
55519,udp,1
29349,icmp,1
64661,udp,1
64074,udp,1
36257,icmp,1
50158,icmp,1
34565,tcp,1
1794,udp,1
20024,icmp,1
7646,icmp,1
47285,icmp,1
25669,icmp,1
5171,icmp,1
24347,tcp,1
8692,udp,1
60595,icmp,1
15358,icmp,1
4942,udp,1
20775,udp,1
47208,tcp,1
10306,tcp,1
52779,icmp,1
41747,tcp,1
38070,tcp,1
37222,udp,1
49332,icmp,1
31809,icmp,1
37739,tcp,1
46995,icmp,1
33656,udp,1
21199,tcp,1
64497,icmp,1
41762,udp,1
58153,tcp,1
34747,icmp,1
28714,icmp,1
55189,tcp,1
34782,icmp,1
40691,udp,1
44664,icmp,1
32531,udp,1
16078,tcp,1
57905,icmp,1
23537,udp,1
64464,tcp,1
9056,udp,1
36428,tcp,1
28030,icmp,1
17334,udp,1
45184,icmp,1
23820,tcp,1
16952,tcp,1
24506,tcp,1
39832,tcp,1
15185,udp,1
4419,icmp,1
29266,icmp,1
61607,tcp,1
54977,udp,1
53636,udp,1
22083,icmp,1
20627,udp,1
19291,udp,1
40964,udp,1
41319,icmp,1
43119,icmp,1
38288,tcp,1
36574,icmp,1
9802,icmp,1
52935,icmp,1
6420,icmp,1
5860,icmp,1
1043,tcp,1
15498,tcp,1
23852,tcp,1
48693,udp,1
18320,udp,1
33065,tcp,1
19135,icmp,1
48445,tcp,1
25298,icmp,1
43704,icmp,1
43597,udp,1
18652,udp,1
59125,tcp,1
47610,udp,1
15637,tcp,1
8720,udp,1
50751,udp,1
35186,tcp,1
10174,tcp,1
63436,udp,1
16958,icmp,1
28695,udp,1
63650,icmp,1
2486,icmp,1
26200,tcp,1
21670,tcp,1
31568,udp,1
20709,icmp,1
18963,udp,1
16286,udp,1
54569,icmp,1
58254,icmp,1
38241,udp,1
40003,icmp,1
48622,tcp,1
590,udp,1
45611,udp,1
53203,tcp,1
65259,tcp,1
26268,icmp,1
43181,tcp,1
35553,tcp,1
58799,udp,1
29983,udp,1
64825,udp,1
17904,udp,1
6720,tcp,1
2772,icmp,1
58941,udp,1
30396,udp,1
50346,udp,1
29922,tcp,1
9048,tcp,1
1108,tcp,1
58907,udp,1
50426,udp,1
36584,icmp,1
30546,udp,1
37031,tcp,1
46980,udp,1
63859,icmp,1
53490,tcp,1
48985,icmp,1
54139,udp,1
40291,udp,1
52918,udp,1
17237,tcp,1
20703,tcp,1
41458,icmp,1
48254,icmp,1
4473,icmp,1
8202,udp,1
9108,icmp,1
61976,tcp,1
24967,udp,1
33022,udp,1
41596,udp,1
3831,icmp,1
4958,tcp,1
16394,udp,1
44855,tcp,1
63908,tcp,1
31722,icmp,1
21734,udp,1
33457,icmp,1
19052,icmp,1
101,icmp,1
45301,udp,1
11500,udp,1
36103,udp,1
48314,udp,1
26276,tcp,1
63491,tcp,1
40690,udp,1
378,udp,1
54084,tcp,1
9558,tcp,1
1771,udp,1
50299,tcp,1
34009,icmp,1
62726,udp,1
50902,icmp,1
19255,icmp,1
19883,icmp,1
47653,icmp,1
52064,icmp,1
56586,tcp,1
46861,tcp,1
46648,tcp,1
57608,udp,1
64629,icmp,1
14005,tcp,1
22799,icmp,1
62426,icmp,1
35751,tcp,1
26962,udp,1
23196,udp,1
57493,tcp,1
49716,icmp,1
16719,tcp,1
1083,icmp,1
40739,udp,1
6217,icmp,1
5293,tcp,1
22856,tcp,1
12241,tcp,1
31662,icmp,1
23824,udp,1
61621,tcp,1
6408,udp,1
44969,udp,1
26767,udp,1
56801,udp,1
52938,tcp,1
28504,tcp,1
29236,udp,1
42603,tcp,1
2010,udp,1
27463,udp,1
32616,udp,1
51510,udp,1
27775,icmp,1
26807,icmp,1
24680,icmp,1
58029,udp,1
62050,tcp,1
8338,tcp,1
56064,udp,1
63759,icmp,1
52337,udp,1
20335,tcp,1
28981,udp,1
54592,icmp,1
3835,icmp,1
26208,tcp,1
65413,icmp,1
13731,udp,1
33115,tcp,1
60086,icmp,1
26098,udp,1
61977,tcp,1
23485,icmp,1
53103,udp,1
51822,udp,1
60844,icmp,1
58590,icmp,1
43738,icmp,1
31992,icmp,1
36998,tcp,1
39140,udp,1
6755,icmp,1
40630,udp,1
1563,icmp,1
61305,udp,1
17770,udp,1
40251,udp,1
53052,icmp,1
27170,icmp,1
36340,udp,1
44790,icmp,1
53717,icmp,1
21451,icmp,1
14418,udp,1
59729,udp,1
18006,icmp,1
45556,icmp,1
65484,icmp,1
60798,icmp,1
6141,icmp,1
18416,udp,1
26525,udp,1
7025,icmp,1
33607,udp,1
27803,icmp,1
6091,tcp,1
12149,icmp,1
14360,udp,1
22125,udp,1
21702,tcp,1
15104,udp,1
17214,udp,1
49575,icmp,1
30522,udp,1
9346,icmp,1
7035,tcp,1
24070,udp,1
13012,tcp,1
34256,udp,1
18941,tcp,1
4214,icmp,1
62959,tcp,1
48329,icmp,1
29446,udp,1
14496,udp,1
16296,udp,1
2055,udp,1
31313,udp,1
6404,udp,1
18181,icmp,1
61809,icmp,1
20447,tcp,1
4552,tcp,1
45877,icmp,1
4523,tcp,1
41298,udp,1
61336,udp,1
44378,icmp,1
58337,udp,1
9697,udp,1
23850,icmp,1
60312,tcp,1
30215,icmp,1
33685,tcp,1
18541,icmp,1
24780,icmp,1
54406,icmp,1
17695,tcp,1
29270,icmp,1
47702,udp,1
15462,udp,1
44784,icmp,1
23349,tcp,1
125,tcp,1
36845,icmp,1
5488,tcp,1
31116,tcp,1
64200,udp,1
17116,icmp,1
2399,tcp,1
45266,tcp,1
4761,tcp,1
50044,icmp,1
23080,udp,1
6272,udp,1
47674,tcp,1
23185,tcp,1
13027,icmp,1
13387,tcp,1
29020,icmp,1
12043,udp,1
49387,tcp,1
6698,icmp,1
7158,tcp,1
19561,icmp,1
9261,icmp,1
49563,udp,1
56178,icmp,1
23638,udp,1
43351,tcp,1
32122,udp,1
17468,tcp,1
2908,icmp,1
52500,icmp,1
33062,udp,1
33215,udp,1
43499,icmp,1
37577,icmp,1
34267,icmp,1
43735,udp,1
6538,tcp,1
47931,icmp,1
31642,icmp,1
44210,udp,1
48022,udp,1
27078,icmp,1
6787,tcp,1
6915,udp,1
58652,tcp,1
38143,udp,1
14144,tcp,1
14137,udp,1
51674,tcp,1
29102,tcp,1
28088,icmp,1
46253,udp,1
47590,tcp,1
65201,tcp,1
21464,tcp,1
63511,tcp,1
37964,tcp,1
52841,icmp,1
22905,tcp,1
43294,udp,1
15876,tcp,1
26163,icmp,1
50104,icmp,1
36298,icmp,1
30566,icmp,1
60640,icmp,1
24615,udp,1
43613,icmp,1
59585,icmp,1
58259,icmp,1
37586,udp,1
26681,tcp,1
5635,tcp,1
4144,tcp,1
52008,icmp,1
39955,tcp,1
16765,udp,1
2410,tcp,1
36887,tcp,1
41640,tcp,1
31594,tcp,1
57402,udp,1
648,icmp,1
57085,udp,1
3728,tcp,1
12901,udp,1
32889,udp,1
57059,icmp,1
32413,icmp,1
63533,tcp,1
18104,icmp,1
30200,tcp,1
37458,udp,1
4008,tcp,1
44826,udp,1
7548,icmp,1
34511,udp,1
48382,udp,1
26727,icmp,1
5589,tcp,1
17423,icmp,1
60802,icmp,1
39406,tcp,1
47447,udp,1
27212,udp,1
58591,tcp,1
36313,udp,1
33278,icmp,1
62676,udp,1
51764,udp,1
51522,tcp,1
45706,udp,1
20907,udp,1
2864,udp,1
237,icmp,1
28756,icmp,1
5186,icmp,1
30475,icmp,1
56284,icmp,1
62415,udp,1
31017,tcp,1
62279,icmp,1
17406,udp,1
59464,icmp,1
1489,udp,1
51678,udp,1
17581,udp,1
39677,udp,1
54518,tcp,1
22075,icmp,1
45393,udp,1
33554,udp,1
6293,tcp,1
17771,udp,1
29883,tcp,1
16439,udp,1
38731,tcp,1
46707,udp,1
61833,icmp,1
60570,tcp,1
5281,udp,1
16505,tcp,1
20316,tcp,1
63764,tcp,1
54804,udp,1
54351,udp,1
4116,udp,1
33539,icmp,1
55974,udp,1
43947,udp,1
31062,udp,1
55117,icmp,1
43331,icmp,1
35647,tcp,1
48414,icmp,1
23780,udp,1
30344,icmp,1
26250,tcp,1
65196,tcp,1
2039,icmp,1
7643,icmp,1
1078,udp,1
9285,udp,1
10772,icmp,1
23859,udp,1
34607,icmp,1
34748,icmp,1
22270,icmp,1
44950,tcp,1
24293,udp,1
59122,udp,1
22220,icmp,1
42108,tcp,1
62082,tcp,1
7667,udp,1
11960,icmp,1
9429,udp,1
29456,icmp,1
59169,udp,1
25783,udp,1
14391,udp,1
54267,icmp,1
57471,udp,1
4849,udp,1
32323,udp,1
42100,udp,1
30355,udp,1
29825,icmp,1
34777,udp,1
24209,udp,1
58285,tcp,1
38860,tcp,1
62158,udp,1
9755,icmp,1
27630,icmp,1
1748,icmp,1
58527,icmp,1
37903,icmp,1
17870,tcp,1
30454,udp,1
4917,tcp,1
13916,tcp,1
34383,tcp,1
22201,udp,1
24315,tcp,1
15326,icmp,1
10255,icmp,1
43931,icmp,1
22029,udp,1
23819,udp,1
3724,tcp,1
63499,icmp,1
58148,icmp,1
8851,udp,1
40177,udp,1
30484,icmp,1
58369,udp,1
35745,tcp,1
28245,udp,1
192,udp,1
52718,icmp,1
16565,tcp,1
17787,tcp,1
38336,udp,1
62714,tcp,1
1161,tcp,1
27878,tcp,1
2605,icmp,1
24514,icmp,1
48624,tcp,1
28375,icmp,1
15976,udp,1
10990,icmp,1
42535,icmp,1
31387,icmp,1
892,icmp,1
23021,udp,1
33003,icmp,1
63201,udp,1
10527,tcp,1
31952,icmp,1
17824,tcp,1
60456,udp,1
54833,udp,1
43592,icmp,1
27233,tcp,1
43659,udp,1
45064,icmp,1
55408,icmp,1
60803,tcp,1
40887,icmp,1
28803,tcp,1
21654,tcp,1
55780,udp,1
56952,udp,1
46487,tcp,1
20312,udp,1
25275,icmp,1
35728,icmp,1
25019,tcp,1
59322,icmp,1
21745,udp,1
1449,tcp,1
66,icmp,1
7429,tcp,1
62945,tcp,1
19692,icmp,1
13404,icmp,1
8070,udp,1
4332,udp,1
29387,udp,1
1802,udp,1
17820,udp,1
34874,tcp,1
63448,icmp,1
26802,tcp,1
21960,tcp,1
57174,tcp,1
20722,icmp,1
9781,icmp,1
26856,tcp,1
1237,tcp,1
18226,udp,1
29181,tcp,1
4976,tcp,1
12822,tcp,1
14325,udp,1
5219,udp,1
55114,tcp,1
54912,icmp,1
59737,tcp,1
10660,udp,1
1090,udp,1
41604,tcp,1
22964,tcp,1
30062,tcp,1
11193,udp,1
42120,icmp,1
20143,icmp,1
10501,icmp,1
26851,tcp,1
19124,tcp,1
36809,icmp,1
51852,udp,1
52386,icmp,1
59724,tcp,1
30846,tcp,1
49047,udp,1
37046,tcp,1
7872,tcp,1
64689,icmp,1
631,icmp,1
58969,udp,1
20989,udp,1
61069,udp,1
60700,tcp,1
12652,tcp,1
27526,tcp,1
10295,udp,1
51591,tcp,1
53886,tcp,1
14903,icmp,1
65380,udp,1
54525,icmp,1
29420,udp,1
58265,udp,1
48278,icmp,1
21224,icmp,1
4859,tcp,1
65135,icmp,1
49589,tcp,1
4225,udp,1
6345,tcp,1
33994,icmp,1
17864,tcp,1
60265,udp,1
2340,udp,1
34309,udp,1
24080,tcp,1
56194,tcp,1
58197,icmp,1
10016,icmp,1
12252,icmp,1
24228,udp,1
59149,udp,1
9203,tcp,1
42333,tcp,1
11659,tcp,1
60248,tcp,1
47133,tcp,1
23285,icmp,1
30814,udp,1
7652,udp,1
44088,udp,1
63122,tcp,1
20003,udp,1
17698,udp,1
57994,udp,1
8754,tcp,1
65176,icmp,1
29721,icmp,1
47425,tcp,1
46918,tcp,1
63148,tcp,1
12226,udp,1
1622,tcp,1
46715,udp,1
12599,icmp,1
8146,udp,1
5608,tcp,1
18624,icmp,1
64257,udp,1
28538,tcp,1
65023,icmp,1
45234,icmp,1
25772,udp,1
18410,icmp,1
37240,udp,1
2441,icmp,1
23297,udp,1
19540,icmp,1
28032,icmp,1
31019,udp,1
45466,tcp,1
857,tcp,1
62855,udp,1
5501,udp,1
38318,tcp,1
8900,icmp,1
34307,tcp,1
18228,icmp,1
62909,tcp,1
14728,tcp,1
63801,udp,1
35529,icmp,1
6050,icmp,1
21310,udp,1
48237,icmp,1
12371,tcp,1
38840,tcp,1
53779,icmp,1
35346,tcp,1
3712,tcp,1
4079,tcp,1
22512,tcp,1
46099,udp,1
50439,icmp,1
14245,tcp,1
64691,icmp,1
49073,icmp,1
55667,udp,1
31578,icmp,1
64141,tcp,1
35479,udp,1
29938,tcp,1
43993,icmp,1
9715,icmp,1
19511,tcp,1
2392,udp,1
28663,tcp,1
7198,icmp,1
25035,tcp,1
33686,icmp,1
45247,udp,1
26128,udp,1
61424,icmp,1
15401,tcp,1
45098,tcp,1
12746,udp,1
39478,icmp,1
49289,icmp,1
53347,icmp,1
33277,icmp,1
41906,icmp,1
11409,udp,1
51941,icmp,1
29319,tcp,1
13465,tcp,1
31584,tcp,1
61277,tcp,1
11756,udp,1
51761,tcp,1
42692,icmp,1
34738,tcp,1
62801,tcp,1
17388,udp,1
32888,icmp,1
17591,icmp,1
57573,icmp,1
25754,udp,1
63674,tcp,1
50027,tcp,1
43173,icmp,1
59165,icmp,1
38061,udp,1
15041,udp,1
52460,tcp,1
3252,udp,1
36672,udp,1
63404,udp,1
2337,icmp,1
62717,tcp,1
53317,udp,1
13246,icmp,1
14008,icmp,1
46932,udp,1
25901,udp,1
22138,icmp,1
26868,icmp,1
46634,icmp,1
55424,tcp,1
12515,udp,1
20667,tcp,1
8598,udp,1
1594,tcp,1
38437,udp,1
16922,udp,1
17980,icmp,1
29069,tcp,1
54666,icmp,1
52715,icmp,1
53953,tcp,1
34070,icmp,1
2289,icmp,1
30035,udp,1
9146,udp,1
31145,icmp,1
19590,icmp,1
35474,udp,1
20090,icmp,1
6917,udp,1
54832,udp,1
48761,tcp,1
31468,icmp,1
42432,tcp,1
60903,udp,1
19469,icmp,1
14615,icmp,1
7485,udp,1
8189,tcp,1
4070,udp,1
64664,tcp,1
16702,udp,1
65494,udp,1
63480,icmp,1
35541,udp,1
3513,icmp,1
35428,tcp,1
50624,udp,1
53906,udp,1
22204,icmp,1
25106,tcp,1
40613,tcp,1
12727,udp,1
24640,udp,1
2372,tcp,1
43198,tcp,1
13931,udp,1
37472,tcp,1
24431,udp,1
16499,tcp,1
24191,tcp,1
27602,icmp,1
35250,icmp,1
64596,tcp,1
20588,tcp,1
24181,icmp,1
61746,icmp,1
63992,tcp,1
27590,tcp,1
31252,tcp,1
41443,icmp,1
30304,tcp,1
12102,udp,1
10405,udp,1
20135,icmp,1
44556,icmp,1
33639,icmp,1
8281,udp,1
5873,udp,1
65021,tcp,1
37016,icmp,1
42317,icmp,1
23373,tcp,1
23489,tcp,1
9677,tcp,1
33643,udp,1
22034,tcp,1
32229,tcp,1
3862,udp,1
33431,tcp,1
37234,icmp,1
15337,icmp,1
23345,tcp,1
61125,udp,1
61018,icmp,1
46694,tcp,1
49670,tcp,1
6376,icmp,1
56580,tcp,1
27008,udp,1
5152,icmp,1
55359,tcp,1
28105,icmp,1
64364,icmp,1
3041,udp,1
32037,icmp,1
33198,icmp,1
62309,udp,1
50529,icmp,1
45442,udp,1
32832,tcp,1
48911,udp,1
42066,tcp,1
41503,tcp,1
15466,icmp,1
39315,icmp,1
5135,icmp,1
11248,udp,1
32780,tcp,1
52323,udp,1
43692,icmp,1
32456,tcp,1
18345,icmp,1
16837,icmp,1
31576,tcp,1
36243,tcp,1
65195,icmp,1
14686,tcp,1
12198,icmp,1
27085,tcp,1
58991,udp,1
47633,tcp,1
32269,tcp,1
64372,icmp,1
34734,icmp,1
59693,icmp,1
30260,icmp,1
61350,tcp,1
20471,icmp,1
23023,icmp,1
6236,icmp,1
29444,udp,1
50077,icmp,1
62688,icmp,1
36046,udp,1
49902,tcp,1
44251,tcp,1
22148,tcp,1
61754,icmp,1
61159,tcp,1
35352,icmp,1
46150,udp,1
42262,udp,1
62251,udp,1
15225,tcp,1
42104,tcp,1
25659,tcp,1
31296,udp,1
55849,icmp,1
5846,udp,1
49833,icmp,1
64319,icmp,1
33468,udp,1
46971,icmp,1
45874,icmp,1
39550,udp,1
22042,udp,1
18837,udp,1
30980,tcp,1
56099,udp,1
58974,udp,1
7191,tcp,1
25594,icmp,1
54903,tcp,1
45482,udp,1
37518,udp,1
27678,tcp,1
48807,icmp,1
14583,icmp,1
61431,tcp,1
12108,tcp,1
41758,udp,1
3245,icmp,1
24785,icmp,1
4703,tcp,1
62140,tcp,1
61544,udp,1
48839,udp,1
20154,icmp,1
21003,udp,1
36379,udp,1
33434,udp,1
64071,icmp,1
59976,udp,1
13123,udp,1
32624,udp,1
30416,tcp,1
50038,icmp,1
29209,udp,1
51475,tcp,1
13418,tcp,1
13887,udp,1
