2, 123456789012,eni-n8ygmwnn, 185.144.92.110, 255.35.60.234, 3526, icmp, 6, 22, 2000, 1620140671, 1620140801, REJECT, OK
2, 123456789012,eni-rv45f1dc, 232.53.113.176, 178.15.210.106, 13430, udp, 17, 21, 2000, 1620140747, 1620140781, ACCEPT, OK
2, 123456789012,eni-8zvvlyos, 164.56.66.174, 134.162.71.92, 63609, icmp, 1, 21, 6000, 1620140683, 1620140768, REJECT, OK
2, 123456789012,eni-bq6w4lmo, 239.86.147.148, 167.57.159.156, 23454, tcp, 1, 8, 20000, 1620140679, 1620140819, ACCEPT, OK
2, 123456789012,eni-tyqv203t, 45.40.121.178, 120.7.251.179, 54857, icmp, 17, 13, 12000, 1620140745, 1620140786, ACCEPT, OK
2, 123456789012,eni-twrspiet, 127.232.48.78, 111.227.219.120, 2627, icmp, 6, 17, 15000, 1620140713, 1620140730, ACCEPT, OK
2, 123456789012,eni-2cpe0g3c, 226.244.175.59, 86.39.196.226, 28179, udp, 1, 8, 11000, 1620140723, 1620140802, REJECT, OK
2, 123456789012,eni-ou3n9jmy, 21.234.41.32, 91.84.188.145, 40176, udp, 1, 3, 11000, 1620140705, 1620140758, REJECT, OK
2, 123456789012,eni-7gbzm74h, 44.64.202.30, 114.148.133.138, 35210, tcp, 17, 22, 14000, 1620140668, 1620140788, ACCEPT, OK
2, 123456789012,eni-5tddlnmv, 146.103.150.25, 163.234.215.247, 14109, tcp, 17, 4, 25000, 1620140743, 1620140740, REJECT, OK
2, 123456789012,eni-nldp3xaf, 9.53.138.55, 237.126.217.17, 18864, udp, 6, 24, 15000, 1620140754, 1620140779, ACCEPT, OK
2, 123456789012,eni-pgj5pskn, 184.74.143.53, 182.215.35.8, 29121, udp, 17, 7, 9000, 1620140701, 1620140756, ACCEPT, OK
2, 123456789012,eni-6ge8s40k, 160.84.103.69, 134.170.71.194, 58893, tcp, 1, 6, 11000, 1620140661, 1620140786, ACCEPT, OK
2, 123456789012,eni-lnj2w7hv, 111.180.214.221, 171.148.149.80, 57407, icmp, 17, 9, 4000, 1620140740, 1620140786, REJECT, OK
2, 123456789012,eni-9igx417v, 1.53.61.117, 23.2.179.15, 31899, icmp, 6, 6, 8000, 1620140681, 1620140734, REJECT, OK
2, 123456789012,eni-m61tbg1k, 234.9.234.32, 200.108.5.129, 47934, tcp, 1, 9, 4000, 1620140677, 1620140797, ACCEPT, OK
2, 123456789012,eni-4m21m3kj, 92.175.1.128, 31.170.133.116, 42823, icmp, 1, 3, 21000, 1620140703, 1620140785, REJECT, OK
2, 123456789012,eni-80eljsw8, 232.73.34.198, 216.216.68.216, 48596, tcp, 1, 15, 11000, 1620140695, 1620140724, REJECT, OK
2, 123456789012,eni-ps8w78d9, 34.69.182.222, 110.62.59.170, 60133, icmp, 6, 25, 18000, 1620140713, 1620140785, ACCEPT, OK
2, 123456789012,eni-k47eqlg7, 46.102.44.73, 223.84.182.11, 56742, tcp, 1, 23, 25000, 1620140729, 1620140737, ACCEPT, OK
2, 123456789012,eni-7hrn3big, 60.173.114.254, 152.38.218.123, 37304, icmp, 17, 1, 7000, 1620140728, 1620140762, ACCEPT, OK
2, 123456789012,eni-h25okkpf, 81.35.73.18, 89.50.6.52, 28170, icmp, 6, 5, 17000, 1620140668, 1620140795, ACCEPT, OK
2, 123456789012,eni-bhotkul4, 224.252.159.129, 208.194.160.183, 9506, icmp, 1, 6, 7000, 1620140711, 1620140759, ACCEPT, OK
2, 123456789012,eni-ma70igpa, 61.18.177.42, 12.245.69.193, 43296, icmp, 17, 7, 6000, 1620140752, 1620140813, REJECT, OK
2, 123456789012,eni-i3anl3um, 213.186.37.38, 54.25.110.29, 40615, icmp, 17, 13, 1000, 1620140738, 1620140725, REJECT, OK
2, 123456789012,eni-95i1osmp, 198.125.143.15, 50.57.90.168, 25962, tcp, 17, 17, 6000, 1620140743, 1620140754, ACCEPT, OK
2, 123456789012,eni-akabooff, 233.46.129.225, 71.7.43.233, 43714, udp, 6, 8, 14000, 1620140693, 1620140784, REJECT, OK
2, 123456789012,eni-x4njh9rr, 25.18.236.132, 121.154.163.80, 25228, icmp, 17, 5, 13000, 1620140678, 1620140805, REJECT, OK
2, 123456789012,eni-yg67xky0, 238.202.209.35, 80.191.201.197, 55039, udp, 6, 12, 12000, 1620140743, 1620140809, REJECT, OK
2, 123456789012,eni-r3t78prz, 104.37.101.58, 31.44.106.115, 5766, udp, 6, 22, 20000, 1620140712, 1620140748, ACCEPT, OK
2, 123456789012,eni-j9787d21, 110.35.213.255, 146.109.177.33, 19114, tcp, 17, 16, 17000, 1620140695, 1620140787, REJECT, OK
2, 123456789012,eni-5ok4o4gu, 44.121.216.192, 159.242.12.85, 41190, tcp, 6, 21, 5000, 1620140727, 1620140812, REJECT, OK
2, 123456789012,eni-0tzb2qkt, 59.41.225.202, 130.152.77.6, 2808, udp, 1, 24, 2000, 1620140698, 1620140738, REJECT, OK
2, 123456789012,eni-ey5zx8ab, 198.135.28.64, 210.231.35.56, 922, icmp, 6, 7, 6000, 1620140744, 1620140759, REJECT, OK
2, 123456789012,eni-ocjxf2b9, 104.85.11.202, 230.103.195.127, 19740, tcp, 6, 7, 2000, 1620140678, 1620140734, ACCEPT, OK
2, 123456789012,eni-vinsomto, 19.84.142.249, 144.176.46.27, 26951, tcp, 17, 6, 3000, 1620140751, 1620140769, ACCEPT, OK
2, 123456789012,eni-eyepdjzk, 225.153.62.200, 100.31.177.151, 29165, icmp, 1, 11, 15000, 1620140735, 1620140745, REJECT, OK
2, 123456789012,eni-xicdy703, 36.220.41.250, 201.99.17.64, 21100, icmp, 17, 12, 17000, 1620140740, 1620140746, REJECT, OK
2, 123456789012,eni-ruj9ziuo, 53.106.215.50, 217.27.220.136, 45449, tcp, 1, 20, 13000, 1620140670, 1620140810, ACCEPT, OK
2, 123456789012,eni-8phhkppj, 92.184.98.252, 243.183.235.108, 44688, icmp, 17, 11, 6000, 1620140720, 1620140729, ACCEPT, OK
2, 123456789012,eni-ywj0o5ez, 174.54.159.165, 39.116.144.186, 56833, icmp, 17, 25, 4000, 1620140715, 1620140770, REJECT, OK
2, 123456789012,eni-1ofm275v, 180.99.165.90, 189.195.205.11, 41256, tcp, 6, 2, 8000, 1620140747, 1620140727, REJECT, OK
2, 123456789012,eni-a2qoihi8, 60.232.91.11, 1.241.212.31, 44371, tcp, 6, 4, 11000, 1620140721, 1620140788, ACCEPT, OK
2, 123456789012,eni-7wnj5dlc, 95.61.152.205, 195.29.210.117, 14729, udp, 1, 24, 12000, 1620140699, 1620140801, ACCEPT, OK
2, 123456789012,eni-4rfh065e, 10.153.29.160, 152.23.128.56, 40636, tcp, 1, 11, 11000, 1620140676, 1620140808, ACCEPT, OK
2, 123456789012,eni-f8ervhpy, 150.249.239.123, 7.177.116.142, 1002, udp, 17, 9, 23000, 1620140752, 1620140783, ACCEPT, OK
2, 123456789012,eni-nama3u38, 202.166.99.36, 114.109.71.81, 36389, icmp, 17, 6, 13000, 1620140670, 1620140802, REJECT, OK
2, 123456789012,eni-jg0tdi5o, 233.117.179.140, 144.234.88.244, 28097, udp, 1, 21, 1000, 1620140752, 1620140802, ACCEPT, OK
2, 123456789012,eni-5onmhd55, 248.159.135.124, 247.171.92.83, 25245, tcp, 1, 15, 25000, 1620140761, 1620140772, REJECT, OK
2, 123456789012,eni-eyd6ungx, 49.54.98.236, 22.95.114.229, 41372, icmp, 6, 4, 5000, 1620140741, 1620140817, ACCEPT, OK
2, 123456789012,eni-wlejpwjv, 220.96.122.135, 118.185.178.31, 28650, tcp, 6, 8, 14000, 1620140722, 1620140757, REJECT, OK
2, 123456789012,eni-ojamri29, 157.16.85.221, 82.221.41.224, 14914, tcp, 17, 7, 18000, 1620140712, 1620140729, REJECT, OK
2, 123456789012,eni-ragd26z9, 185.242.125.115, 35.68.190.97, 23964, icmp, 17, 15, 23000, 1620140674, 1620140812, ACCEPT, OK
2, 123456789012,eni-mxem45rw, 150.180.113.74, 152.116.169.139, 51274, udp, 6, 14, 18000, 1620140683, 1620140744, ACCEPT, OK
2, 123456789012,eni-alcj39rs, 2.10.159.110, 212.215.184.198, 52848, icmp, 6, 19, 11000, 1620140675, 1620140722, ACCEPT, OK
2, 123456789012,eni-34og78kd, 208.93.58.231, 59.204.237.112, 36866, udp, 1, 24, 1000, 1620140731, 1620140743, ACCEPT, OK
2, 123456789012,eni-gaq0pcs9, 255.118.235.61, 53.127.220.147, 4184, icmp, 6, 3, 20000, 1620140687, 1620140794, REJECT, OK
2, 123456789012,eni-m7lvapqd, 184.13.229.47, 143.78.119.248, 54489, icmp, 17, 16, 25000, 1620140746, 1620140817, REJECT, OK
2, 123456789012,eni-884owk5j, 142.52.124.169, 11.157.250.192, 20748, udp, 6, 14, 9000, 1620140683, 1620140740, REJECT, OK
2, 123456789012,eni-tywyspyj, 61.20.220.153, 135.197.172.83, 59839, udp, 6, 12, 14000, 1620140747, 1620140801, REJECT, OK
2, 123456789012,eni-y0jkkh01, 73.124.112.116, 199.157.92.86, 52229, tcp, 17, 9, 3000, 1620140737, 1620140774, ACCEPT, OK
2, 123456789012,eni-nlthprud, 153.25.83.38, 160.195.26.169, 7206, tcp, 17, 2, 16000, 1620140710, 1620140812, ACCEPT, OK
2, 123456789012,eni-snpev9ax, 227.133.182.208, 138.28.132.248, 6887, udp, 6, 23, 4000, 1620140703, 1620140803, ACCEPT, OK
2, 123456789012,eni-5vuj8pmt, 70.76.134.184, 155.154.31.8, 45087, tcp, 6, 3, 1000, 1620140696, 1620140789, ACCEPT, OK
2, 123456789012,eni-7egra8ep, 129.142.23.87, 12.134.13.95, 62001, icmp, 6, 20, 6000, 1620140742, 1620140806, ACCEPT, OK
2, 123456789012,eni-fq19m2vw, 75.149.120.61, 172.242.203.127, 9065, tcp, 1, 2, 10000, 1620140711, 1620140736, REJECT, OK
2, 123456789012,eni-dwbvv2wd, 87.228.35.44, 207.231.13.253, 47500, tcp, 1, 20, 1000, 1620140678, 1620140801, ACCEPT, OK
2, 123456789012,eni-u7ao9rmc, 230.70.94.4, 205.228.21.168, 56111, icmp, 17, 13, 9000, 1620140729, 1620140787, ACCEPT, OK
2, 123456789012,eni-56u1ky2l, 195.154.99.18, 236.233.20.3, 43333, udp, 6, 25, 12000, 1620140717, 1620140728, ACCEPT, OK
2, 123456789012,eni-sdhaa77z, 94.198.71.201, 161.198.201.88, 12502, udp, 1, 5, 3000, 1620140693, 1620140732, ACCEPT, OK
2, 123456789012,eni-4kfj4ujb, 59.69.79.174, 82.39.134.121, 22846, tcp, 1, 16, 3000, 1620140744, 1620140813, REJECT, OK
2, 123456789012,eni-gd1dk2zj, 207.189.60.206, 84.194.19.195, 10326, udp, 1, 4, 23000, 1620140693, 1620140799, REJECT, OK
2, 123456789012,eni-xryurcnp, 62.46.77.42, 134.69.41.218, 11453, udp, 17, 21, 10000, 1620140710, 1620140776, REJECT, OK
2, 123456789012,eni-glkqx31h, 150.82.225.186, 255.72.76.255, 3417, tcp, 6, 23, 22000, 1620140692, 1620140743, ACCEPT, OK
2, 123456789012,eni-ydg3drfv, 206.173.182.18, 91.56.245.46, 57658, icmp, 17, 20, 17000, 1620140750, 1620140787, ACCEPT, OK
2, 123456789012,eni-hndxt877, 39.244.1.193, 155.210.67.220, 54729, udp, 17, 12, 6000, 1620140711, 1620140785, REJECT, OK
2, 123456789012,eni-xlanaodi, 25.127.177.193, 50.1.193.170, 8454, udp, 6, 4, 15000, 1620140751, 1620140728, REJECT, OK
2, 123456789012,eni-e2yehoqz, 27.201.79.101, 92.101.132.1, 54245, tcp, 17, 16, 11000, 1620140716, 1620140768, REJECT, OK
2, 123456789012,eni-q3ngwj9x, 223.102.28.166, 97.128.10.2, 26010, tcp, 1, 17, 21000, 1620140701, 1620140771, REJECT, OK
2, 123456789012,eni-cx20sjtl, 11.53.154.150, 250.43.199.215, 29537, udp, 1, 5, 18000, 1620140737, 1620140795, ACCEPT, OK
2, 123456789012,eni-oqcn06ms, 80.106.43.231, 205.39.164.56, 13624, icmp, 17, 1, 9000, 1620140683, 1620140732, REJECT, OK
2, 123456789012,eni-551tv986, 253.183.233.32, 181.70.40.160, 34206, icmp, 6, 17, 5000, 1620140720, 1620140772, REJECT, OK
2, 123456789012,eni-oonkhncc, 218.58.42.109, 152.51.105.177, 30927, icmp, 6, 3, 25000, 1620140664, 1620140761, REJECT, OK
2, 123456789012,eni-a064a5pr, 69.123.247.136, 139.1.195.69, 25358, tcp, 6, 13, 19000, 1620140694, 1620140816, ACCEPT, OK
2, 123456789012,eni-jwl7ep3x, 90.14.186.182, 239.13.87.102, 21456, icmp, 17, 5, 2000, 1620140761, 1620140815, ACCEPT, OK
2, 123456789012,eni-lky7ywa0, 200.54.70.67, 71.84.50.223, 52135, tcp, 1, 3, 13000, 1620140678, 1620140756, REJECT, OK
2, 123456789012,eni-tas41g86, 244.61.202.10, 120.92.239.238, 15269, tcp, 17, 21, 4000, 1620140753, 1620140811, ACCEPT, OK
2, 123456789012,eni-podu674f, 31.78.181.23, 185.209.92.12, 48365, udp, 17, 10, 3000, 1620140732, 1620140811, REJECT, OK
2, 123456789012,eni-6nmzwxlk, 51.68.173.253, 251.8.21.177, 44412, icmp, 17, 2, 1000, 1620140673, 1620140741, REJECT, OK
2, 123456789012,eni-crkudeer, 176.4.183.219, 166.126.149.34, 59002, udp, 6, 18, 13000, 1620140735, 1620140772, ACCEPT, OK
2, 123456789012,eni-w8vzvo94, 37.229.119.13, 243.4.147.97, 59057, icmp, 1, 23, 22000, 1620140758, 1620140784, REJECT, OK
2, 123456789012,eni-u4o2mzwu, 224.227.111.190, 113.101.215.199, 21501, tcp, 17, 17, 6000, 1620140693, 1620140812, ACCEPT, OK
2, 123456789012,eni-kehsp843, 153.46.222.12, 253.76.64.41, 52584, tcp, 17, 25, 4000, 1620140727, 1620140759, REJECT, OK
2, 123456789012,eni-jf5fhro5, 21.80.163.155, 66.213.104.154, 6359, icmp, 1, 10, 3000, 1620140753, 1620140753, ACCEPT, OK
2, 123456789012,eni-v4rn8wbt, 98.195.217.197, 32.138.228.109, 65224, udp, 1, 6, 16000, 1620140673, 1620140744, ACCEPT, OK
2, 123456789012,eni-ycfutwuy, 207.10.48.64, 10.62.178.115, 30735, tcp, 6, 16, 11000, 1620140686, 1620140727, REJECT, OK
2, 123456789012,eni-zkmfl654, 183.126.147.201, 124.193.203.203, 30630, udp, 6, 12, 6000, 1620140723, 1620140763, ACCEPT, OK
2, 123456789012,eni-51czumv2, 7.83.10.227, 173.82.201.206, 40102, udp, 6, 8, 25000, 1620140749, 1620140774, REJECT, OK
2, 123456789012,eni-kftn7e4n, 230.58.100.210, 252.9.87.196, 5, tcp, 1, 4, 16000, 1620140700, 1620140800, ACCEPT, OK
2, 123456789012,eni-sp7df57t, 153.5.89.134, 132.26.96.50, 34887, udp, 17, 11, 13000, 1620140716, 1620140737, REJECT, OK
2, 123456789012,eni-ad7mhwxy, 82.193.118.146, 136.214.157.36, 3612, tcp, 1, 8, 17000, 1620140661, 1620140774, ACCEPT, OK
2, 123456789012,eni-jbx12aja, 115.32.236.126, 231.208.52.224, 2173, tcp, 6, 12, 2000, 1620140663, 1620140773, ACCEPT, OK
2, 123456789012,eni-qfsmnf8y, 121.56.84.81, 101.201.155.155, 24400, icmp, 1, 19, 4000, 1620140734, 1620140806, REJECT, OK
2, 123456789012,eni-k3ymmoby, 83.107.247.249, 161.164.163.156, 57829, tcp, 17, 25, 9000, 1620140665, 1620140756, ACCEPT, OK
2, 123456789012,eni-vpy9brdq, 216.32.244.253, 81.229.241.51, 16026, udp, 1, 21, 11000, 1620140734, 1620140808, REJECT, OK
2, 123456789012,eni-z4iwscuo, 163.93.14.243, 7.252.77.13, 49517, tcp, 17, 7, 3000, 1620140713, 1620140731, REJECT, OK
2, 123456789012,eni-mp045tjd, 217.157.100.201, 160.2.247.185, 4829, udp, 1, 13, 9000, 1620140738, 1620140728, ACCEPT, OK
2, 123456789012,eni-bcwvn9sy, 225.71.118.179, 17.175.140.147, 32503, icmp, 1, 20, 22000, 1620140754, 1620140780, ACCEPT, OK
2, 123456789012,eni-av9vkewu, 27.255.65.104, 198.70.134.203, 37823, udp, 1, 1, 14000, 1620140728, 1620140727, ACCEPT, OK
2, 123456789012,eni-uebdr6br, 17.32.157.231, 95.82.242.14, 30060, tcp, 6, 24, 19000, 1620140677, 1620140749, ACCEPT, OK
2, 123456789012,eni-axb96pni, 231.216.11.11, 118.186.148.78, 45772, udp, 1, 3, 7000, 1620140743, 1620140751, REJECT, OK
2, 123456789012,eni-vv4p3c4a, 2.229.27.253, 177.5.142.188, 28042, tcp, 6, 15, 6000, 1620140681, 1620140759, ACCEPT, OK
2, 123456789012,eni-ksfri4kw, 195.202.112.66, 232.97.243.59, 39026, tcp, 1, 4, 17000, 1620140689, 1620140775, REJECT, OK
2, 123456789012,eni-tdmvw6ac, 26.242.163.106, 225.4.90.72, 18335, udp, 17, 1, 21000, 1620140714, 1620140816, ACCEPT, OK
2, 123456789012,eni-6btdlmkb, 107.31.41.63, 184.211.105.191, 42031, icmp, 1, 1, 10000, 1620140704, 1620140763, ACCEPT, OK
2, 123456789012,eni-94614l2d, 2.7.124.192, 136.19.136.187, 50314, udp, 6, 24, 25000, 1620140750, 1620140776, REJECT, OK
2, 123456789012,eni-0yxko3tp, 207.176.7.161, 200.27.3.90, 6230, tcp, 6, 10, 3000, 1620140673, 1620140799, ACCEPT, OK
2, 123456789012,eni-8wnl95kp, 39.213.210.222, 113.125.93.18, 10947, tcp, 1, 2, 4000, 1620140690, 1620140747, ACCEPT, OK
2, 123456789012,eni-plt5rram, 173.204.205.195, 245.64.232.156, 59896, tcp, 6, 1, 24000, 1620140690, 1620140743, ACCEPT, OK
2, 123456789012,eni-yj3hw7lh, 240.227.21.31, 200.201.164.211, 11787, udp, 6, 20, 15000, 1620140734, 1620140738, ACCEPT, OK
2, 123456789012,eni-w8vubrhg, 80.49.94.24, 208.6.144.38, 17614, tcp, 17, 19, 18000, 1620140691, 1620140808, REJECT, OK
2, 123456789012,eni-pq86u0qb, 224.7.225.101, 218.172.193.217, 36979, icmp, 6, 8, 4000, 1620140730, 1620140783, ACCEPT, OK
2, 123456789012,eni-4jnbpmdz, 77.104.122.45, 243.137.66.2, 7353, icmp, 1, 9, 25000, 1620140712, 1620140754, ACCEPT, OK
2, 123456789012,eni-pjf4ulda, 200.198.251.100, 238.16.200.117, 17008, udp, 17, 7, 25000, 1620140688, 1620140783, ACCEPT, OK
2, 123456789012,eni-8p7g7xlq, 154.208.14.10, 255.107.153.75, 39642, udp, 1, 11, 22000, 1620140682, 1620140788, ACCEPT, OK
2, 123456789012,eni-t4jq5410, 171.199.3.177, 2.13.76.113, 3558, tcp, 1, 20, 22000, 1620140752, 1620140768, REJECT, OK
2, 123456789012,eni-pb0zbojk, 201.99.130.65, 248.237.225.48, 62455, tcp, 1, 5, 3000, 1620140673, 1620140772, REJECT, OK
2, 123456789012,eni-mlmj0wxy, 250.193.247.158, 152.140.106.92, 27721, icmp, 1, 11, 23000, 1620140707, 1620140820, ACCEPT, OK
2, 123456789012,eni-unhg5t8e, 19.107.66.172, 30.131.130.91, 21504, tcp, 17, 5, 13000, 1620140705, 1620140721, ACCEPT, OK
2, 123456789012,eni-68ylnkua, 179.216.53.84, 177.144.102.34, 50004, udp, 17, 17, 22000, 1620140706, 1620140721, REJECT, OK
2, 123456789012,eni-uphpvz5e, 102.216.122.111, 22.36.91.219, 11386, tcp, 6, 22, 4000, 1620140761, 1620140729, ACCEPT, OK
2, 123456789012,eni-e6qw7144, 78.103.35.156, 144.105.212.12, 35150, udp, 1, 1, 22000, 1620140677, 1620140783, ACCEPT, OK
2, 123456789012,eni-picbm79g, 175.64.175.74, 10.243.192.19, 10506, tcp, 6, 7, 1000, 1620140676, 1620140781, REJECT, OK
2, 123456789012,eni-649e8m17, 73.87.82.178, 64.86.85.187, 39241, tcp, 1, 11, 15000, 1620140702, 1620140746, REJECT, OK
2, 123456789012,eni-39q3jpqq, 154.95.169.11, 73.249.200.196, 3564, icmp, 1, 7, 3000, 1620140683, 1620140743, REJECT, OK
2, 123456789012,eni-ui2867cy, 123.168.204.213, 43.91.223.141, 22359, icmp, 17, 13, 6000, 1620140701, 1620140745, ACCEPT, OK
2, 123456789012,eni-ec2ggdlh, 134.245.35.66, 126.97.0.118, 49157, icmp, 6, 4, 25000, 1620140722, 1620140792, ACCEPT, OK
2, 123456789012,eni-k5fx63qa, 9.35.139.209, 116.142.218.227, 43383, udp, 17, 10, 19000, 1620140680, 1620140733, REJECT, OK
2, 123456789012,eni-wpabctp6, 40.98.192.170, 33.166.128.186, 41390, icmp, 17, 1, 2000, 1620140726, 1620140796, ACCEPT, OK
2, 123456789012,eni-b98n0p61, 22.205.169.92, 136.118.201.238, 38025, icmp, 6, 25, 23000, 1620140709, 1620140770, REJECT, OK
2, 123456789012,eni-hgt6haxm, 244.38.193.116, 194.173.33.62, 38356, tcp, 17, 18, 14000, 1620140674, 1620140753, REJECT, OK
2, 123456789012,eni-oeq6c7dv, 241.161.88.84, 11.255.194.112, 52882, tcp, 1, 11, 6000, 1620140665, 1620140789, ACCEPT, OK
2, 123456789012,eni-vrz8n6xu, 161.251.57.148, 228.21.77.154, 18745, udp, 6, 6, 16000, 1620140720, 1620140758, REJECT, OK
2, 123456789012,eni-l35c3r1i, 97.97.236.189, 73.129.33.223, 65464, udp, 17, 8, 15000, 1620140751, 1620140736, REJECT, OK
2, 123456789012,eni-rkk6wzml, 171.64.109.17, 44.69.130.237, 57780, icmp, 17, 1, 10000, 1620140698, 1620140810, ACCEPT, OK
2, 123456789012,eni-o22gejwu, 251.50.68.246, 242.236.255.24, 57062, icmp, 17, 18, 12000, 1620140720, 1620140781, REJECT, OK
2, 123456789012,eni-z7l10rrc, 8.164.201.222, 44.110.90.236, 64156, icmp, 17, 7, 16000, 1620140754, 1620140777, ACCEPT, OK
2, 123456789012,eni-fk55p4sz, 176.146.128.167, 121.243.91.61, 48196, udp, 17, 11, 1000, 1620140751, 1620140754, ACCEPT, OK
2, 123456789012,eni-lnx67vl4, 163.183.84.7, 108.46.21.206, 33127, udp, 6, 24, 21000, 1620140667, 1620140791, REJECT, OK
2, 123456789012,eni-ksdwwzyh, 67.96.133.24, 168.8.151.126, 57797, udp, 1, 20, 9000, 1620140732, 1620140748, ACCEPT, OK
2, 123456789012,eni-7s7gxa8y, 73.105.62.182, 60.15.58.131, 27439, tcp, 1, 8, 25000, 1620140713, 1620140773, REJECT, OK
2, 123456789012,eni-fygaft0a, 173.24.92.42, 233.172.44.231, 16706, icmp, 1, 8, 14000, 1620140664, 1620140778, ACCEPT, OK
2, 123456789012,eni-2efxlv01, 84.65.227.218, 191.85.222.24, 57796, tcp, 17, 6, 11000, 1620140758, 1620140813, REJECT, OK
2, 123456789012,eni-e5e1djwg, 177.78.242.31, 33.244.1.121, 62205, tcp, 1, 15, 25000, 1620140741, 1620140799, REJECT, OK
2, 123456789012,eni-puq06z6g, 189.107.140.44, 138.3.52.162, 61759, tcp, 1, 9, 15000, 1620140722, 1620140790, REJECT, OK
2, 123456789012,eni-dhxdblhe, 14.92.124.204, 101.127.42.34, 4285, udp, 1, 13, 21000, 1620140729, 1620140813, ACCEPT, OK
2, 123456789012,eni-0b8ozpq8, 48.181.126.49, 236.45.47.83, 63173, icmp, 6, 12, 18000, 1620140707, 1620140780, ACCEPT, OK
2, 123456789012,eni-h32faaeg, 150.164.13.248, 139.142.22.183, 8689, tcp, 1, 21, 24000, 1620140734, 1620140806, REJECT, OK
2, 123456789012,eni-qp4whh9f, 103.131.171.73, 120.206.182.157, 27600, udp, 6, 23, 18000, 1620140697, 1620140731, REJECT, OK
2, 123456789012,eni-5dpn7g60, 191.91.228.132, 80.184.234.198, 41520, tcp, 1, 23, 3000, 1620140702, 1620140728, REJECT, OK
2, 123456789012,eni-2c2kkzmc, 212.183.169.105, 145.116.100.27, 44179, tcp, 17, 18, 21000, 1620140702, 1620140764, REJECT, OK
2, 123456789012,eni-6srem7kq, 102.37.148.111, 103.14.101.142, 9454, udp, 17, 19, 17000, 1620140706, 1620140763, ACCEPT, OK
2, 123456789012,eni-f0l05qzj, 184.217.77.246, 180.159.217.33, 27800, tcp, 1, 1, 2000, 1620140712, 1620140755, ACCEPT, OK
2, 123456789012,eni-p4m96tf3, 1.250.34.149, 79.160.1.50, 16263, icmp, 17, 18, 9000, 1620140705, 1620140727, ACCEPT, OK
2, 123456789012,eni-ydcryyuf, 98.194.245.160, 249.222.206.246, 44091, udp, 1, 20, 22000, 1620140729, 1620140737, REJECT, OK
2, 123456789012,eni-ciylpe0v, 190.104.110.197, 66.227.35.204, 33481, tcp, 1, 3, 4000, 1620140733, 1620140771, REJECT, OK
2, 123456789012,eni-g0nbfc1g, 207.207.206.113, 14.164.123.222, 1405, tcp, 1, 6, 15000, 1620140755, 1620140743, ACCEPT, OK
2, 123456789012,eni-agdmxb8j, 92.189.75.229, 33.34.96.221, 54981, tcp, 1, 3, 11000, 1620140661, 1620140781, REJECT, OK
2, 123456789012,eni-cgti41q6, 24.17.106.227, 212.225.193.211, 384, tcp, 17, 5, 20000, 1620140712, 1620140757, ACCEPT, OK
2, 123456789012,eni-w7nw0tas, 85.145.42.65, 245.209.17.9, 12539, udp, 6, 19, 7000, 1620140705, 1620140740, ACCEPT, OK
2, 123456789012,eni-r7b6ine4, 160.146.118.246, 194.168.228.71, 10340, icmp, 1, 21, 12000, 1620140729, 1620140816, ACCEPT, OK
2, 123456789012,eni-5qeb0wfb, 50.188.226.143, 211.160.135.28, 8443, tcp, 17, 19, 15000, 1620140742, 1620140782, ACCEPT, OK
2, 123456789012,eni-gz7y09oi, 75.102.235.107, 30.68.241.181, 10690, icmp, 17, 15, 9000, 1620140720, 1620140819, ACCEPT, OK
2, 123456789012,eni-k4ijmtex, 213.58.211.243, 51.144.141.4, 24743, tcp, 6, 4, 19000, 1620140666, 1620140735, ACCEPT, OK
2, 123456789012,eni-azanfnn9, 163.108.148.231, 239.143.238.234, 46164, icmp, 17, 12, 24000, 1620140680, 1620140773, ACCEPT, OK
2, 123456789012,eni-9mj3hjqk, 24.183.169.90, 62.204.225.206, 47357, icmp, 17, 6, 15000, 1620140676, 1620140803, REJECT, OK
2, 123456789012,eni-jk5bjo7c, 188.225.99.204, 211.23.215.222, 8488, tcp, 6, 17, 5000, 1620140675, 1620140778, ACCEPT, OK
2, 123456789012,eni-so7m2k7l, 59.198.211.37, 82.18.44.195, 61464, tcp, 1, 19, 20000, 1620140726, 1620140751, REJECT, OK
2, 123456789012,eni-bistg8jk, 182.51.142.224, 49.24.108.8, 4501, icmp, 1, 5, 22000, 1620140711, 1620140820, ACCEPT, OK
2, 123456789012,eni-66kl12xl, 134.237.95.101, 183.58.208.72, 28499, icmp, 1, 2, 23000, 1620140729, 1620140769, REJECT, OK
2, 123456789012,eni-7qpymrgi, 221.218.121.25, 63.213.32.63, 7626, udp, 1, 5, 8000, 1620140732, 1620140740, REJECT, OK
2, 123456789012,eni-m9nj9ok8, 143.237.192.210, 102.168.58.70, 12805, icmp, 6, 12, 9000, 1620140686, 1620140763, ACCEPT, OK
2, 123456789012,eni-jb6h4m3o, 254.136.35.230, 164.67.192.183, 34274, tcp, 17, 19, 25000, 1620140668, 1620140728, REJECT, OK
2, 123456789012,eni-c7lth55f, 74.31.36.162, 139.95.168.192, 15989, tcp, 6, 8, 19000, 1620140706, 1620140805, REJECT, OK
2, 123456789012,eni-jrjvcbce, 5.154.182.196, 224.207.192.192, 62096, icmp, 6, 22, 16000, 1620140689, 1620140728, REJECT, OK
